longitude,latitude,housing_median_age,households,median_income,median_house_value
-117.7,33.62,19.0,495.0,50686.0,225600.0
-117.7,33.63,23.0,436.0,55584.0,241700.0
-117.71,33.62,22.0,391.0,58898.0,242800.0
-117.76,33.72,14.0,371.0,79739.0,368700.0
-117.75,33.72,10.0,366.0,87603.00000000001,362500.0
-117.76,33.72,15.0,248.0,43636.0,148400.0
-117.76,33.71,15.0,342.0,32229.0,108300.0
-117.74,33.73,18.0,60.0,41167.0,87500.0
-117.69,33.66,11.0,352.0,82952.99999999999,350500.0
-117.69,33.66,5.0,722.0,69501.0,225700.0
-117.67,33.67,5.0,1863.0,57797.0,309200.0
-117.67,33.66,4.0,1929.0,47341.0,237400.0
-117.68,33.65,6.0,1811.0,59280.0,239900.0
-117.64,33.68,4.0,938.0,65069.0,243400.0
-117.69,33.65,15.0,706.0,75619.0,302000.0
-117.7,33.64,15.0,773.0,81926.0,326600.0
-117.69,33.63,23.0,253.0,49079.0,273800.0
-117.69,33.64,18.0,623.0,57558.99999999999,215800.0
-117.69,33.64,16.0,383.0,69741.0,262000.0
-117.82,33.71,9.0,978.0,28850.0,162500.0
-117.82,33.72,24.0,442.0,65987.0,272800.0
-117.81,33.73,17.0,183.0,21719.0,261300.0
-117.8,33.72,16.0,511.0,48210.0,201400.0
-117.81,33.71,16.0,347.0,73769.0,302400.0
-117.82,33.72,24.0,484.0,68634.0,276500.0
-117.77,33.7,15.0,263.0,54248.0,187200.0
-117.77,33.69,14.0,338.0,37988.0,184100.0
-117.77,33.69,15.0,116.0,50631.00000000001,154000.0
-117.77,33.69,16.0,336.0,21406.0,55000.0
-117.78,33.69,16.0,814.0,51299.0,238900.0
-117.78,33.68,19.0,327.0,61150.0,315600.0
-117.78,33.69,16.0,488.0,60961.0,295500.0
-117.79,33.69,16.0,248.0,57115.0,313900.0
-117.79,33.68,16.0,299.0,68722.0,326100.0
-117.8,33.68,14.0,499.0,44391.0,306700.0
-117.8,33.69,14.0,373.0,42083.00000000001,251000.0
-117.8,33.69,15.0,307.0,79887.0,328000.0
-117.8,33.68,5.0,136.0,36310.0,225000.0
-117.8,33.68,8.0,340.0,69133.0,274100.0
-117.81,33.67,8.0,329.0,77589.0,342900.0
-117.81,33.67,8.0,483.0,46019.0,242500.0
-117.81,33.67,9.0,294.0,52124.0,199600.0
-117.81,33.67,9.0,385.0,72025.0,275000.0
-117.81,33.68,8.0,406.0,51583.0,192200.0
-117.78,33.68,15.0,309.0,60634.0,234300.0
-117.78,33.68,14.0,300.0,46792.99999999999,236800.0
-117.79,33.68,13.0,404.0,72118.0,311500.0
-117.78,33.68,11.0,411.0,40187.0,235600.0
-117.79,33.68,10.0,332.0,87350.0,375300.0
-117.8,33.67,5.0,480.0,57759.0,240000.0
-117.8,33.67,5.0,397.0,82840.0,302500.0
-117.8,33.67,4.0,539.0,67962.0,329100.0
-117.81,33.69,5.0,288.0,24233.0,450000.0
-117.81,33.68,4.0,296.0,45469.0,500001.0
-117.82,33.68,4.0,219.0,87974.0,360600.0
-117.82,33.68,3.0,486.0,79187.0,333600.0
-117.82,33.67,17.0,450.0,62760.0,290700.0
-117.83,33.68,4.0,800.0,41651.99999999999,184500.0
-117.82,33.68,3.0,1241.0,61395.0,358000.0
-117.77,33.67,12.0,978.0,45094.0,160200.0
-117.77,33.72,10.0,398.0,65743.0,278700.0
-117.77,33.72,9.0,324.0,78139.0,304700.0
-117.77,33.71,13.0,244.0,81111.0,379800.0
-117.77,33.71,4.0,300.0,55631.00000000001,227800.0
-117.78,33.71,16.0,308.0,73518.0,331200.0
-117.78,33.71,4.0,203.0,46141.0,195400.0
-117.79,33.73,3.0,1270.0,72074.0,291300.0
-117.78,33.7,16.0,204.0,54090.0,233900.0
-117.79,33.7,16.0,1114.0,63298.0,247100.0
-117.79,33.71,16.0,469.0,62162.0,283200.0
-117.79,33.71,16.0,825.0,71069.0,313400.0
-117.79,33.7,6.0,379.0,44286.0,239500.0
-117.8,33.7,5.0,355.0,52923.0,194000.0
-117.79,33.7,16.0,244.0,51741.0,227700.0
-117.79,33.69,15.0,316.0,65783.0,244800.0
-117.79,33.69,16.0,372.0,87385.0,340000.0
-117.8,33.69,13.0,296.0,33438.0,333300.0
-117.8,33.55,38.0,426.0,41304.0,433300.0
-117.79,33.56,36.0,309.0,78660.0,500001.0
-117.81,33.56,24.0,752.0,109601.0,500001.0
-117.8,33.55,35.0,377.0,58371.00000000001,500001.0
-117.77,33.6,33.0,70.0,37059.0,237500.0
-117.8,33.53,41.0,403.0,41590.99999999999,500001.0
-117.78,33.54,29.0,339.0,22969.0,450000.0
-117.79,33.55,39.0,1117.0,38210.0,452100.0
-117.75,33.54,21.0,1396.0,50907.0,378200.0
-117.77,33.51,29.0,603.0,44464.0,500001.0
-117.77,33.55,28.0,274.0,67861.0,499100.0
-117.73,33.57,5.0,2009.0,48488.0,194400.0
-117.86,33.67,16.0,5.0,38750.0,450000.0
-117.82,33.67,15.0,261.0,25197.0,350000.0
-117.83,33.67,17.0,560.0,37976.0,275000.0
-117.83,33.66,15.0,450.0,65355.99999999999,272800.0
-117.83,33.66,16.0,363.0,53423.0,291700.0
-117.81,33.67,24.0,616.0,63766.99999999999,269000.0
-117.81,33.66,16.0,230.0,100757.0,383900.0
-117.82,33.66,24.0,589.0,64238.0,278400.0
-117.84,33.64,11.0,1629.0,24132.0,198300.0
-117.87,33.61,25.0,348.0,77900.0,500001.0
-117.86,33.61,15.0,447.0,86001.0,500001.0
-117.88,33.55,27.0,304.0,101275.0,500001.0
-117.84,33.6,21.0,576.0,90519.0,500001.0
-117.86,33.62,23.0,345.0,79367.0,500001.0
-117.85,33.62,18.0,108.0,103893.0,500001.0
-117.85,33.61,14.0,670.0,75674.0,500001.0
-117.85,33.62,13.0,662.0,150001.0,500001.0
-117.86,33.63,17.0,534.0,53099.0,500001.0
-117.77,33.54,28.0,466.0,72217.0,500001.0
-117.76,33.54,28.0,323.0,69257.0,466400.0
-117.77,33.54,47.0,582.0,41699.0,373700.0
-117.77,33.53,46.0,224.0,32708.0,384700.0
-117.8,33.52,50.0,225.0,30530.0,500001.0
-117.76,33.53,28.0,480.0,79794.0,426100.0
-117.76,33.53,18.0,580.0,84614.0,391900.0
-117.76,33.53,24.0,332.0,106349.0,500001.0
-117.77,33.53,32.0,543.0,51837.0,445600.0
-117.78,33.51,44.0,268.0,66178.0,500001.0
-117.73,33.63,15.0,586.0,55137.0,161800.0
-117.74,33.62,16.0,745.0,56877.00000000001,231400.0
-117.75,33.64,9.0,542.0,55342.0,182300.0
-117.72,33.62,21.0,457.0,31679.0,110000.0
-117.72,33.62,19.0,279.0,28583.0,105800.0
-117.71,33.61,25.0,626.0,23950.0,80300.0
-117.72,33.63,15.0,202.0,19000.0,162500.0
-117.72,33.62,19.0,1225.0,27634.0,86900.0
-117.73,33.61,16.0,121.0,48611.00000000001,186800.0
-117.74,33.62,16.0,537.0,34706.0,241700.0
-117.74,33.61,16.0,546.0,37422.0,229800.0
-117.75,33.61,17.0,522.0,31779.0,186500.0
-117.75,33.6,5.0,948.0,49000.0,255600.0
-117.75,33.61,16.0,489.0,32845.0,227600.0
-117.73,33.61,17.0,564.0,26759.0,120600.0
-117.7,33.61,16.0,686.0,36484.0,322600.0
-117.7,33.6,26.0,469.0,23774.0,74300.0
-117.71,33.6,8.0,629.0,35521.0,229800.0
-117.71,33.6,25.0,654.0,23387.0,74800.0
-117.72,33.61,26.0,450.0,25685.0,80400.0
-117.72,33.61,26.0,584.0,24900.000000000004,81100.0
-117.71,33.61,26.0,663.0,26848.0,74100.0
-117.71,33.61,26.0,502.0,23438.0,72300.0
-117.71,33.6,25.0,428.0,27601.0,72500.0
-117.7,33.6,26.0,208.0,26250.0,80600.0
-117.7,33.6,25.0,278.0,31131.000000000004,77100.0
-117.7,33.59,11.0,1571.0,41678.0,190900.0
-117.84,33.66,5.0,171.0,45833.00000000001,230400.0
-117.84,33.66,5.0,402.0,37857.0,231600.0
-117.84,33.65,4.0,411.0,22262.0,225000.0
-117.83,33.66,4.0,198.0,79217.0,296200.0
-117.83,33.65,9.0,234.0,37875.0,187500.0
-117.83,33.65,8.0,399.0,41102.99999999999,250400.0
-117.82,33.66,15.0,398.0,64967.0,387500.0
-117.81,33.63,17.0,612.0,81093.0,410400.0
-117.82,33.65,18.0,286.0,63822.0,362500.0
-117.8,33.63,8.0,11.0,41944.0,270800.0
-117.8,33.64,8.0,705.0,88693.00000000001,450400.0
-117.8,33.63,15.0,416.0,111121.0,493000.0
-117.82,33.64,18.0,278.0,98589.0,500001.0
-117.81,33.64,16.0,329.0,110138.0,442100.0
-117.81,33.64,4.0,233.0,123411.0,500001.0
-117.88,33.6,31.0,964.0,88742.0,500001.0
-117.87,33.6,20.0,526.0,66155.0,500001.0
-117.87,33.6,35.0,411.0,51155.0,500000.0
-117.87,33.59,44.0,374.0,66544.0,500001.0
-117.87,33.6,33.0,553.0,52949.0,500001.0
-117.86,33.6,30.0,314.0,66265.0,500001.0
-117.87,33.6,34.0,718.0,44980.0,482900.0
-117.89,33.6,36.0,203.0,78164.0,500001.0
-117.9,33.61,41.0,275.0,40763.99999999999,500001.0
-117.91,33.61,40.0,424.0,48000.0,500001.0
-117.91,33.6,37.0,390.0,51048.0,500001.0
-117.92,33.57,37.0,366.0,72988.0,500001.0
-117.9,33.6,25.0,472.0,36538.0,500001.0
-117.92,33.61,23.0,300.0,35682.0,500001.0
-117.91,33.61,38.0,171.0,110750.0,500001.0
-117.92,33.61,37.0,154.0,103682.0,500001.0
-117.92,33.61,36.0,126.0,103048.0,500001.0
-117.91,33.61,36.0,365.0,112160.0,500001.0
-117.88,33.63,21.0,1831.0,47024.0,345400.0
-117.89,33.62,24.0,236.0,30625.0,93800.0
-117.9,33.61,19.0,367.0,131738.0,500001.0
-117.89,33.61,16.0,423.0,63017.0,350000.0
-117.89,33.61,41.0,284.0,60247.0,500001.0
-117.89,33.61,42.0,249.0,50000.0,500001.0
-117.89,33.61,44.0,332.0,51923.0,500001.0
-117.89,33.6,40.0,278.0,56336.00000000001,500001.0
-117.89,33.61,45.0,328.0,42222.0,500001.0
-117.9,33.61,44.0,266.0,34937.0,500001.0
-117.87,33.64,26.0,451.0,102849.0,500001.0
-117.86,33.65,4.0,714.0,54284.0,500001.0
-117.87,33.62,15.0,274.0,150001.0,500001.0
-117.9,33.63,26.0,549.0,101454.0,500001.0
-117.91,33.63,20.0,977.0,31985.0,106300.0
-117.9,33.63,32.0,537.0,61426.0,450700.0
-117.9,33.63,26.0,375.0,32125.0,455000.0
-117.9,33.63,28.0,347.0,71148.0,500001.0
-117.89,33.66,33.0,732.0,41372.0,265200.0
-117.9,33.65,24.0,855.0,46807.99999999999,245500.0
-117.89,33.66,32.0,534.0,55422.0,253100.0
-117.9,33.65,27.0,563.0,66320.0,441100.0
-117.9,33.64,28.0,465.0,39375.0,339800.0
-117.9,33.65,28.0,452.0,52549.0,261800.0
-117.9,33.65,30.0,460.0,44135.0,272300.0
-117.91,33.65,24.0,254.0,26250.0,217900.0
-117.9,33.65,30.0,364.0,34125.0,284100.0
-117.91,33.65,17.0,344.0,22222.0,276800.0
-117.91,33.64,37.0,436.0,39306.0,268400.0
-117.9,33.64,36.0,348.0,50532.0,310900.0
-117.91,33.64,29.0,326.0,48098.0,325400.0
-117.91,33.64,40.0,364.0,36406.0,326100.0
-117.91,33.63,32.0,418.0,27264.0,311100.0
-117.92,33.63,34.0,490.0,49643.0,317900.0
-117.91,33.63,30.0,412.0,49125.0,335700.0
-117.92,33.64,25.0,516.0,31305.0,268800.0
-117.91,33.64,38.0,512.0,28553.0,307600.0
-117.92,33.63,24.0,347.0,35161.0,236400.0
-117.92,33.62,37.0,381.0,52416.0,471300.0
-117.92,33.63,39.0,225.0,78496.0,490800.0
-117.92,33.62,35.0,316.0,65842.0,458500.0
-117.91,33.61,27.0,203.0,59196.0,500001.0
-117.91,33.62,32.0,426.0,44063.0,500001.0
-117.91,33.62,35.0,387.0,92175.0,500001.0
-117.92,33.61,18.0,288.0,53369.0,312500.0
-117.93,33.62,33.0,329.0,45658.0,500001.0
-117.93,33.62,34.0,468.0,56315.0,484600.0
-117.94,33.62,28.0,349.0,65928.0,439100.0
-117.95,33.63,29.0,215.0,60516.0,500001.0
-117.96,33.6,34.0,197.0,52333.0,471400.0
-117.93,33.61,27.0,358.0,38125.0,366700.0
-117.93,33.62,37.0,410.0,70516.0,500001.0
-117.94,33.62,25.0,249.0,36607.0,500001.0
-117.94,33.65,20.0,963.0,56637.00000000001,222100.0
-117.93,33.65,35.0,402.0,44211.0,215200.0
-117.93,33.64,31.0,373.0,27143.0,185400.0
-117.94,33.64,18.0,399.0,26221.0,272000.0
-117.93,33.64,24.0,404.0,25301.0,192900.0
-117.92,33.64,24.0,611.0,30708.000000000004,188700.0
-117.93,33.64,15.0,434.0,27543.000000000004,177800.0
-117.95,33.63,27.0,443.0,58777.0,358800.0
-117.95,33.63,27.0,171.0,60000.0,381500.0
-117.93,33.63,10.0,646.0,46161.0,226300.0
-117.95,33.63,17.0,1535.0,39917.0,271600.0
-117.91,33.65,19.0,394.0,41029.0,213400.0
-117.92,33.64,5.0,244.0,27500.0,225000.0
-117.92,33.65,15.0,424.0,34417.0,182500.0
-117.93,33.65,29.0,362.0,35179.0,225000.0
-117.91,33.65,24.0,459.0,21074.0,181300.0
-117.92,33.65,28.0,425.0,9702.0,225400.0
-117.92,33.65,25.0,473.0,41026.0,211500.0
-117.92,33.65,20.0,360.0,31840.0,220000.0
-117.93,33.65,27.0,376.0,27500.0,275000.0
-117.92,33.68,28.0,560.0,48125.0,244600.0
-117.93,33.67,27.0,481.0,81001.0,336500.0
-117.94,33.67,26.0,323.0,81839.0,367000.0
-117.94,33.66,16.0,411.0,55000.0,224100.0
-117.94,33.65,15.0,419.0,52732.0,209700.0
-117.93,33.65,34.0,429.0,42036.0,220100.0
-117.93,33.69,19.0,424.0,50100.0,263800.0
-117.93,33.69,26.0,469.0,64441.0,261000.0
-117.92,33.68,25.0,428.0,44732.0,245600.0
-117.93,33.68,33.0,429.0,50690.0,264200.0
-117.94,33.68,26.0,520.0,74056.0,374200.0
-117.92,33.67,14.0,1589.0,42070.99999999999,430900.0
-117.93,33.66,18.0,246.0,96062.0,414700.0
-117.93,33.65,26.0,1477.0,31483.0,213000.0
-117.91,33.69,30.0,423.0,52815.0,229500.0
-117.91,33.67,16.0,2116.0,35120.0,218400.0
-117.9,33.68,25.0,1139.0,48359.0,249200.0
-117.9,33.67,26.0,392.0,61601.0,266100.0
-117.89,33.68,26.0,491.0,50853.0,260300.0
-117.9,33.67,25.0,93.0,66833.0,275900.0
-117.91,33.67,32.0,569.0,44625.0,253500.0
-117.91,33.66,26.0,1116.0,40340.99999999999,243300.0
-117.91,33.65,14.0,703.0,40416.99999999999,180900.0
-117.91,33.66,21.0,434.0,32250.0,193800.0
-117.9,33.66,22.0,938.0,31667.0,161000.0
-117.9,33.66,4.0,84.0,66369.0,192600.0
-117.9,33.69,13.0,1582.0,54220.0,316600.0
-117.87,33.69,4.0,655.0,37174.0,275000.0
-117.89,33.68,8.0,1371.0,33409.0,181300.0
-117.88,33.69,20.0,1000.0,52138.0,233100.0
-117.86,33.71,21.0,400.0,31520.0,152800.0
-117.86,33.71,36.0,37.0,33750.0,157500.0
-117.87,33.71,16.0,621.0,49147.99999999999,155500.0
-117.87,33.71,13.0,342.0,35326.0,262500.0
-117.87,33.7,17.0,618.0,49153.0,266400.0
-117.87,33.7,21.0,628.0,50956.0,246000.0
-117.88,33.71,27.0,289.0,41000.0,184900.0
-117.88,33.71,30.0,369.0,35551.0,185200.0
-117.88,33.71,20.0,411.0,31742.0,245000.0
-117.88,33.7,18.0,405.0,54836.0,225800.0
-117.88,33.7,17.0,1339.0,34835.0,116700.0
-117.9,33.72,36.0,115.0,36875.0,137500.0
-117.91,33.72,32.0,516.0,45607.0,182100.0
-117.9,33.72,33.0,543.0,43899.0,180700.0
-117.9,33.73,31.0,301.0,32639.0,155200.0
-117.89,33.72,25.0,850.0,46500.0,197800.0
-117.89,33.72,23.0,502.0,36618.0,183500.0
-117.88,33.73,32.0,332.0,45726.00000000001,177500.0
-117.88,33.72,38.0,263.0,39844.0,165300.0
-117.88,33.72,36.0,329.0,38900.0,170000.0
-117.9,33.71,16.0,662.0,61966.0,260500.0
-117.89,33.71,23.0,263.0,47422.00000000001,202400.0
-117.89,33.71,24.0,753.0,45814.0,233300.0
-117.9,33.71,16.0,351.0,62488.0,252000.0
-117.89,33.71,16.0,239.0,62452.0,266300.0
-117.9,33.71,15.0,66.0,63427.0,305200.0
-117.91,33.71,16.0,715.0,36505.0,145700.0
-117.89,33.7,13.0,525.0,32386.0,129200.0
-117.9,33.7,12.0,989.0,46483.0,190800.0
-117.86,33.73,31.0,259.0,35694.0,150500.0
-117.86,33.72,31.0,306.0,23333.0,157700.0
-117.87,33.72,39.0,619.0,35902.0,165900.0
-117.87,33.72,37.0,506.0,38421.0,174000.0
-117.86,33.72,37.0,399.0,34130.0,150600.0
-117.86,33.72,32.0,346.0,35511.0,159100.0
-117.85,33.73,28.0,595.0,24539.0,115000.0
-117.84,33.74,22.0,1666.0,31353.0,121400.0
-117.84,33.74,24.0,427.0,33611.0,134600.0
-117.84,33.74,25.0,532.0,32104.0,112500.0
-117.86,33.75,5.0,51.0,18000.0,154200.0
-117.86,33.75,31.0,468.0,19309.0,173400.0
-117.86,33.75,6.0,629.0,29271.0,123200.0
-117.85,33.74,19.0,328.0,27059.000000000004,159800.0
-117.85,33.75,27.0,609.0,25651.0,171400.0
-117.86,33.74,9.0,165.0,33750.0,165300.0
-117.86,33.74,32.0,148.0,41250.0,175900.0
-117.85,33.74,26.0,983.0,21992.0,170800.0
-117.86,33.73,23.0,96.0,37750.0,177400.0
-117.86,33.73,30.0,552.0,37202.0,182100.0
-117.86,33.73,26.0,463.0,26385.0,180200.0
-117.87,33.74,31.0,631.0,26734.0,158500.0
-117.87,33.74,52.0,521.0,34150.0,172500.0
-117.86,33.74,38.0,599.0,34250.0,165600.0
-117.86,33.73,38.0,504.0,33125.0,159100.0
-117.86,33.74,34.0,625.0,25000.0,162500.0
-117.89,33.73,33.0,347.0,30824.0,177400.0
-117.9,33.73,32.0,854.0,37147.0,164100.0
-117.9,33.73,30.0,163.0,41000.0,166400.0
-117.88,33.73,36.0,475.0,37500.0,170500.0
-117.89,33.75,31.0,301.0,40231.0,139200.0
-117.89,33.74,32.0,347.0,29167.0,158400.0
-117.89,33.74,34.0,330.0,32292.0,160600.0
-117.9,33.75,28.0,278.0,34250.0,159500.0
-117.9,33.74,18.0,442.0,23783.0,166700.0
-117.91,33.74,25.0,922.0,29926.0,183200.0
-117.91,33.73,26.0,509.0,47638.99999999999,179900.0
-117.9,33.73,26.0,311.0,39659.0,178500.0
-117.9,33.74,24.0,911.0,27535.0,111000.0
-117.9,33.74,25.0,189.0,47679.0,173100.0
-117.9,33.74,24.0,504.0,30833.0,151700.0
-117.89,33.74,33.0,146.0,46875.0,154400.0
-117.89,33.73,32.0,135.0,40769.0,163900.0
-117.88,33.74,29.0,181.0,31964.0,151900.0
-117.88,33.74,16.0,441.0,31691.0,159400.0
-117.88,33.74,31.0,268.0,28077.0,140300.0
-117.87,33.74,16.0,376.0,27632.0,158900.0
-117.88,33.74,19.0,635.0,25224.000000000004,148500.0
-117.87,33.75,14.0,1796.0,26561.0,144400.0
-117.87,33.75,18.0,221.0,26635.0,162500.0
-117.86,33.75,39.0,103.0,35972.0,158000.0
-117.87,33.75,12.0,795.0,9710.0,102500.0
-117.88,33.76,37.0,666.0,34345.0,235500.0
-117.88,33.75,50.0,234.0,45125.0,195400.0
-117.88,33.75,34.0,640.0,28342.0,187200.0
-117.9,33.76,26.0,685.0,36953.0,176800.0
-117.9,33.75,32.0,426.0,37143.0,163000.0
-117.89,33.76,36.0,571.0,38056.0,177200.0
-117.89,33.75,34.0,631.0,31713.0,170100.0
-117.88,33.78,26.0,343.0,35972.0,187500.0
-117.88,33.77,31.0,362.0,69737.0,288800.0
-117.88,33.78,26.0,724.0,33472.0,237400.0
-117.89,33.77,32.0,453.0,41951.0,195000.0
-117.89,33.77,35.0,368.0,39219.0,189600.0
-117.89,33.76,34.0,201.0,48000.0,192700.0
-117.87,33.77,52.0,365.0,80784.0,320300.0
-117.86,33.77,39.0,651.0,46111.00000000001,240300.0
-117.86,33.76,34.0,532.0,47083.00000000001,205300.0
-117.84,33.76,14.0,365.0,42798.0,218800.0
-117.85,33.76,26.0,437.0,28828.0,204700.0
-117.84,33.76,16.0,50.0,53750.0,215700.0
-117.84,33.76,22.0,81.0,36806.0,219400.0
-117.84,33.75,16.0,1005.0,40214.0,139500.0
-117.85,33.76,33.0,371.0,45461.0,213800.0
-117.84,33.77,14.0,874.0,43292.0,206500.0
-117.85,33.77,23.0,1150.0,40397.99999999999,233100.0
-117.84,33.77,26.0,550.0,35195.0,249100.0
-117.84,33.76,26.0,407.0,43698.0,229600.0
-117.83,33.75,22.0,1125.0,49957.0,296400.0
-117.82,33.75,30.0,489.0,46161.0,236500.0
-117.82,33.75,24.0,197.0,28261.0,146500.0
-117.82,33.74,25.0,631.0,30958.0,137800.0
-117.83,33.75,34.0,567.0,34152.0,210200.0
-117.81,33.75,23.0,642.0,50210.0,252200.0
-117.8,33.74,30.0,537.0,52998.0,247200.0
-117.81,33.73,19.0,1247.0,35719.0,252800.0
-117.81,33.74,24.0,626.0,33047.0,216900.0
-117.81,33.73,23.0,555.0,47272.99999999999,234200.0
-117.82,33.73,23.0,675.0,38703.0,137000.0
-117.82,33.73,24.0,190.0,47039.0,225000.0
-117.83,33.74,23.0,1521.0,30382.0,183600.0
-117.83,33.73,20.0,1465.0,35387.0,160400.0
-117.8,33.76,27.0,335.0,69014.0,366800.0
-117.79,33.76,25.0,249.0,110546.0,487200.0
-117.79,33.75,26.0,373.0,93845.0,500001.0
-117.8,33.75,29.0,474.0,53903.0,286600.0
-117.8,33.74,33.0,452.0,65616.0,290200.0
-117.81,33.75,25.0,458.0,37031.0,227800.0
-117.79,33.77,21.0,519.0,69014.0,439000.0
-117.78,33.78,6.0,1179.0,101714.0,481500.0
-117.76,33.79,4.0,1241.0,82653.0,374000.0
-117.82,33.77,32.0,320.0,70565.0,324600.0
-117.83,33.77,22.0,558.0,41151.0,203200.0
-117.83,33.77,26.0,818.0,42750.0,285400.0
-117.82,33.76,27.0,448.0,65308.0,287800.0
-117.82,33.77,27.0,340.0,71882.0,359200.0
-117.82,33.76,33.0,407.0,62944.00000000001,265600.0
-117.81,33.76,32.0,323.0,55654.0,281800.0
-117.8,33.77,29.0,685.0,87495.99999999999,349500.0
-117.81,33.77,31.0,635.0,72392.0,334600.0
-117.81,33.83,8.0,798.0,101570.0,477100.0
-117.83,33.83,13.0,499.0,83818.0,377600.0
-117.83,33.83,23.0,510.0,36707.0,231400.0
-117.82,33.8,15.0,595.0,40484.0,165600.0
-117.83,33.79,29.0,262.0,48541.99999999999,218100.0
-117.82,33.79,26.0,617.0,41339.0,222300.0
-117.83,33.8,31.0,405.0,38681.0,196000.0
-117.84,33.79,37.0,476.0,53041.0,235700.0
-117.83,33.79,25.0,460.0,29312.0,220100.0
-117.84,33.79,34.0,608.0,23780.0,199600.0
-117.84,33.78,26.0,432.0,46125.0,229200.0
-117.84,33.78,24.0,713.0,42500.0,248000.0
-117.81,33.79,23.0,577.0,37500.0,211900.0
-117.82,33.78,25.0,646.0,65800.0,318500.0
-117.81,33.78,27.0,495.0,57934.0,270500.0
-117.82,33.78,28.0,685.0,54562.0,274700.0
-117.81,33.82,20.0,319.0,122092.0,500001.0
-117.8,33.83,17.0,346.0,111228.0,500001.0
-117.82,33.82,22.0,355.0,83637.0,500001.0
-117.81,33.81,19.0,384.0,89257.00000000001,431800.0
-117.81,33.82,22.0,324.0,108111.0,500001.0
-117.82,33.81,19.0,260.0,99055.0,456900.0
-117.83,33.82,26.0,459.0,57817.0,267600.0
-117.83,33.82,23.0,267.0,36953.0,150000.0
-117.83,33.81,24.0,834.0,28403.0,225600.0
-117.82,33.81,25.0,401.0,54395.0,244000.0
-117.83,33.81,28.0,326.0,54298.0,234200.0
-117.82,33.81,30.0,341.0,60705.0,236700.0
-117.85,33.79,46.0,336.0,34234.0,200000.0
-117.85,33.79,52.0,365.0,36827.0,236800.0
-117.86,33.79,31.0,949.0,31792.0,146400.0
-117.85,33.79,52.0,415.0,38929.0,211000.0
-117.85,33.78,23.0,852.0,33939.0,212100.0
-117.86,33.78,25.0,634.0,31250.0,215000.0
-117.85,33.77,16.0,466.0,45750.0,225000.0
-117.85,33.79,40.0,343.0,24688.0,236400.0
-117.86,33.79,34.0,424.0,38929.0,187500.0
-117.86,33.78,21.0,722.0,26959.0,178800.0
-117.87,33.78,21.0,494.0,43038.99999999999,168500.0
-117.87,33.78,19.0,596.0,47208.0,173500.0
-117.87,33.78,30.0,463.0,37454.0,186000.0
-117.86,33.8,35.0,335.0,35172.0,190400.0
-117.86,33.79,42.0,187.0,41050.00000000001,194500.0
-117.87,33.79,25.0,521.0,41920.0,219900.0
-117.88,33.79,32.0,295.0,51418.0,190300.0
-117.85,33.84,26.0,261.0,66719.0,271700.0
-117.86,33.84,19.0,400.0,30087.0,159400.0
-117.85,33.84,17.0,459.0,51785.0,247300.0
-117.86,33.83,23.0,408.0,53439.0,227100.0
-117.84,33.84,23.0,846.0,45217.0,219400.0
-117.86,33.8,34.0,441.0,28235.0,153100.0
-117.85,33.81,26.0,777.0,49917.0,248100.0
-117.85,33.81,32.0,330.0,40416.99999999999,234500.0
-117.85,33.8,34.0,255.0,38250.0,216700.0
-117.85,33.8,40.0,264.0,43269.0,194100.0
-117.84,33.81,26.0,988.0,40324.0,244900.0
-117.84,33.8,35.0,257.0,43661.0,222100.0
-117.84,33.8,34.0,328.0,35900.0,230600.0
-117.86,33.82,9.0,271.0,66603.0,230900.0
-117.84,33.82,24.0,1629.0,47946.0,251200.0
-117.84,33.84,23.0,1073.0,50629.0,232600.0
-117.89,33.84,35.0,687.0,35521.0,182800.0
-117.89,33.83,35.0,455.0,56276.0,200800.0
-117.9,33.83,33.0,606.0,38456.0,211800.0
-117.89,33.82,21.0,297.0,48906.0,179100.0
-117.89,33.82,24.0,224.0,50605.0,216200.0
-117.89,33.82,18.0,726.0,36761.0,140500.0
-117.87,33.84,10.0,636.0,53812.0,235400.0
-117.88,33.84,26.0,277.0,35893.0,238500.0
-117.88,33.84,31.0,682.0,37303.0,223800.0
-117.88,33.83,22.0,524.0,64685.0,241200.0
-117.88,33.83,25.0,251.0,68407.0,266700.0
-117.88,33.82,17.0,618.0,38631.0,225000.0
-117.88,33.82,26.0,306.0,60488.0,232000.0
-117.87,33.82,26.0,350.0,59397.0,249400.0
-117.88,33.85,34.0,181.0,43750.0,224700.0
-117.88,33.84,34.0,240.0,61167.99999999999,213900.0
-117.88,33.84,33.0,245.0,51782.0,225000.0
-117.9,33.85,31.0,728.0,43250.0,187100.0
-117.9,33.85,35.0,332.0,36000.0,193500.0
-117.89,33.85,18.0,380.0,38750.0,273000.0
-117.89,33.85,13.0,432.0,32303.0,201300.0
-117.89,33.84,33.0,331.0,28021.0,195100.0
-117.88,33.85,25.0,285.0,23173.0,225000.0
-117.88,33.84,25.0,378.0,39286.0,262700.0
-117.87,33.84,23.0,347.0,45000.0,237300.0
-117.87,33.84,25.0,385.0,40724.0,231400.0
-117.87,33.84,16.0,350.0,45112.0,139000.0
-117.87,33.84,17.0,399.0,51182.0,249200.0
-117.85,33.85,17.0,1020.0,42276.0,254100.0
-117.86,33.85,17.0,244.0,49306.0,158500.0
-117.92,33.85,38.0,510.0,23704.0,166100.0
